incident_id,timestamp,location,municipality,species,severity,source,operator,aircraft_type,phase_of_flight,time_of_day,height,speed,effect,sky,birds_seen,birds_struck,remarks,latitude,longitude,timestamp_weather,temperature,precipitation,wind_speed,visibility,condition,road_segment_id,speed_limit,road_type,curvature,lane_count,surface_type,hour,month,is_night,is_weekend,high_precipitation,high_risk_target
BIRD-002294,1993-07-31 12:00:00,NJ,NJ,UNKNOWN BIRD - SMALL,low,FAA_bird_strike_dataset,AMERICAN AIRLINES,A-300,Climb,Day,3000.0,220.0,,Some Cloud,,1,"NO DAMAGE. SOME BIRD REMAINS ON WINDSHDL, NO FACTOR.",,,,,,,,,,,,,,,12,7,0,1,0,0
BIRD-002295,1992-09-28 18:00:00,OH,OH,UNKNOWN BIRD - MEDIUM,low,FAA_bird_strike_dataset,US AIRWAYS,B-737-300,,Dusk,,,,No Cloud,,1,CAPT HAD NO INDICATION OF STRIKE. MAINT NOTED BLOOD ON FAN  BLADES.,,,,,,,,,,,,,,,18,9,0,0,0,0
BIRD-002296,1990-08-05 12:00:00,TN,TN,UNKNOWN BIRD - SMALL,low,FAA_bird_strike_dataset,AMERICAN AIRLINES,MD-80,Landing Roll,Day,0.0,130.0,,Overcast,10-Feb,1,NO DAMAGE FOUND - NUMEROUS BIRDS IN AIRPORT AREA.,,,,,,,,,,,,,,,12,8,0,1,0,0
BIRD-002297,1990-11-10 18:00:00,IL,IL,CANADA GOOSE,low,FAA_bird_strike_dataset,BUSINESS,PA-23-250,En Route,Dusk,3400.0,165.0,,No Cloud,,1,"RADOME & 1ST BULKHEAD DAMAGED.  MOST OF BIRD WAS INSIDE A/C.  NO  EFFECT ON FLIGHT OR CONTROL OF A/C. BIRD REPTD AS GOOSE, ASSUME  CAGO.",,,,,,,,,,,,,,,18,11,0,1,0,0
BIRD-002298,1990-06-05 12:00:00,CA,CA,AMERICAN ROBIN,low,FAA_bird_strike_dataset,AMERICAN AIRLINES,B-757-200,Take-off run,,0.0,150.0,,No Cloud,,1,NO DAMAGE.,,,,,,,,,,,,,,,12,6,0,0,0,0
BIRD-002299,1993-07-21 12:00:00,LA,LA,DOVES,low,FAA_bird_strike_dataset,AMERICAN AIRLINES,FK-100,Approach,Day,,,,Some Cloud,,1,NO DAMAGE FLT 681.,,,,,,,,,,,,,,,12,7,0,0,0,0
BIRD-002300,1992-05-22 12:00:00,NJ,NJ,CANADA GOOSE,medium,FAA_bird_strike_dataset,PIEDMONT AIRLINES,SHORTS 360,Climb,Day,800.0,120.0,,No Cloud,10-Feb,10-Feb,2 GEESE STRUCK OUTBD LE OF R WING. NO DAMAGE REPTD. TIME =  0938 LCL. FLT NOT INTERRUPTED.,,,,,,,,,,,,,,,12,5,0,0,0,0
BIRD-002301,1993-09-16 22:00:00,IN,IN,UNKNOWN BIRD - SMALL,low,FAA_bird_strike_dataset,US AIRWAYS,DC-9-30,Landing Roll,Night,0.0,129.0,,Overcast,10-Feb,1,NO DAMAGE OR INJURIES,,,,,,,,,,,,,,,22,9,1,0,0,0
BIRD-002302,1990-08-13 12:00:00,PA,PA,SPARROWS,low,FAA_bird_strike_dataset,MESABA AIRLINES,FH-227,Approach,Day,200.0,105.0,,Some Cloud,,1,NO DAMAGE,,,,,,,,,,,,,,,12,8,0,0,0,0
BIRD-002303,1991-09-01 22:00:00,MA,MA,UNKNOWN BIRD,high,FAA_bird_strike_dataset,BUSINESS EXPRESS,SHORTS 360,Take-off run,Night,0.0,,Aborted Take-off,,10-Feb,10-Feb,FLT 435 STRUCK FLOCK OF BIRDS WHILE APPLYING FULL POWER FOR  DEPTR. AT 2035E. A/C RETD TO GATE.,,,,,,,,,,,,,,,22,9,1,1,0,1
BIRD-002304,1991-09-01 22:00:00,MD,MD,UNKNOWN BIRD - SMALL,low,FAA_bird_strike_dataset,AMERICAN AIRLINES,B-727-200,Approach,Night,2500.0,210.0,,No Cloud,,1,NO DAMAGE/INJURY,,,,,,,,,,,,,,,22,9,1,1,0,0
BIRD-002305,1994-02-23 06:00:00,AK,AK,BALD EAGLE,low,FAA_bird_strike_dataset,BUSINESS,DHC3-OTTER,Approach,Dawn,300.0,80.0,,Some Cloud,,1,"DID NOT SEE EAGLE UNTIL IT HIT AIRCRAFT.  COWLING DENTED FEW  AREAS, WILL BE REPLACED WITH A SPARE, AND DENTS REPAIRED.  EFFECT  ON FLT = CONTINUED LANDING (DATA ENTRY NOTE: NO EFFECT)",,,,,,,,,,,,,,,6,2,0,0,0,0
BIRD-002306,1994-03-04 12:00:00,OH,OH,AMERICAN KESTREL,low,FAA_bird_strike_dataset,NORTHWEST AIRLINES,DC-9,Landing Roll,Day,0.0,,,Overcast,,1,RAIN.,,,,,,,,,,,,,,,12,3,0,0,0,0
BIRD-002307,1990-09-03 12:00:00,TX,TX,CATTLE EGRET,low,FAA_bird_strike_dataset,METROFLIGHT,SAAB-340,Approach,Day,200.0,120.0,,No Cloud,,1,NO DAMAGE.,,,,,,,,,,,,,,,12,9,0,0,0,0
BIRD-002308,1990-09-03 22:00:00,TX,TX,UNKNOWN BIRD - MEDIUM,medium,FAA_bird_strike_dataset,SOUTHWEST AIRLINES,B-737-300,Approach,Night,9950.0,250.0,,No Cloud,10-Feb,10-Feb,BIRD STAIN ON SKIN OF A/C. NO APPARENT DAMAGE. HIT 2.,,,,,,,,,,,,,,,22,9,1,0,0,0
BIRD-002309,1991-10-17 12:00:00,CA,CA,DOVES,low,FAA_bird_strike_dataset,BUSINESS,BAC 1-11,Landing Roll,Day,0.0,117.0,,Some Cloud,11-100,1,"24 BIRDS SEEN. # STRUCK NOT REPTD, ASSUME 1. NO DAMAGE, JUST A  MESS. TIME = 1728LCL.",,,,,,,,,,,,,,,12,10,0,0,0,0
BIRD-002310,1990-11-04 12:00:00,MA,MA,UNKNOWN BIRD - SMALL,medium,FAA_bird_strike_dataset,US AIRWAYS,B-737-200,Landing Roll,Day,0.0,,,No Cloud,,10-Feb,FLOCK OF BIRDS INGESTED IN LEFT ENGINE. # NOT REPTD ASSUME 2-10.  NO DAMAGE.,,,,,,,,,,,,,,,12,11,0,1,0,0
BIRD-002311,1991-07-16 12:00:00,NY,NY,CROWS,low,FAA_bird_strike_dataset,EXPRESSJET (CONTINENTAL EXPRS),ATR-42,Take-off run,,0.0,,,No Cloud,,1,FLT 3661. NO DAMAGE/INJURY.,,,,,,,,,,,,,,,12,7,0,0,0,0
BIRD-002312,1991-08-01 12:00:00,ND,ND,BLACKBIRDS,low,FAA_bird_strike_dataset,BUSINESS,BE-1900,Approach,Day,2400.0,140.0,,No Cloud,,1,NO DAMAGE/INJURY,,,,,,,,,,,,,,,12,8,0,0,0,0
BIRD-002313,1991-08-01 12:00:00,FL,FL,TERNS,high,FAA_bird_strike_dataset,BUSINESS,PA-28,Descent,Day,50.0,70.0,,Overcast,11-100,11-100,NO DAMAGE.,,,,,,,,,,,,,,,12,8,0,0,0,1
BIRD-002314,1991-06-30 12:00:00,UT,UT,UNKNOWN BIRD - SMALL,medium,FAA_bird_strike_dataset,AMERICAN AIRLINES,MD-82,Take-off run,,0.0,156.0,,No Cloud,10-Feb,10-Feb,"POSSIBLY SPARROW. HIT A FLOCK, ASSUME 2-10. UNKN IF DAMAGE",,,,,,,,,,,,,,,12,6,0,1,0,0
BIRD-002315,1991-07-08 12:00:00,OK,OK,ROCK PIGEON,low,FAA_bird_strike_dataset,AMERICAN AIRLINES,B-727,Climb,Day,800.0,165.0,,No Cloud,,1,NO DAMAGE.,,,,,,,,,,,,,,,12,7,0,0,0,0
BIRD-002316,1991-10-07 12:00:00,NC,NC,UNKNOWN BIRD - SMALL,low,FAA_bird_strike_dataset,AMERICAN AIRLINES,DC-10-10,Take-off run,Day,0.0,110.0,,No Cloud,,1,NO KNOWN DAMAGE/INJURIES.,,,,,,,,,,,,,,,12,10,0,0,0,0
BIRD-002317,1991-08-05 12:00:00,MN,MN,UNKNOWN BIRD - SMALL,low,FAA_bird_strike_dataset,UNKNOWN,BE-90  KING,Landing Roll,Day,0.0,,,Some Cloud,,1,"MINOR COSMETIC & STRUCTURAL DAMAGE, OIL INTAKE VENT CLOGGED.   PILOT DISCOVERED BIRD STRIKE ON PREFLIGHT FOR OUTBOUND LEG.  A/C  DEPTD, APPEARED NORMAL.  A/C DROPPED OFF PAX & DEPTD/.",,,,,,,,,,,,,,,12,8,0,0,0,0
BIRD-002318,1991-08-07 22:00:00,KY,KY,UNKNOWN BIRD - SMALL,low,FAA_bird_strike_dataset,UPS AIRLINES,B-727,Approach,Night,400.0,,,No Cloud,,1,NO DAMAGE/INJURY,,,,,,,,,,,,,,,22,8,1,0,0,0
BIRD-002319,1993-12-04 22:00:00,DC,DC,RING-BILLED GULL,medium,FAA_bird_strike_dataset,DELTA AIR LINES,MD-88,Approach,Night,100.0,,,Overcast,,10-Feb,NO DAMAGE OR INJURIES.  A/C WAS FIRST TO LAND RWY 36 AFTER RWY  CHANGED.  APPROX 3 HRS PAST SUNSET. ASSUME RBGU. RBGU  COMPRISED EQUAL TO OR GREATER THAN 90% OF GULLS OBSERVED ON ARPT DURING MONTH OF STRIKE.,,,,,,,,,,,,,,,22,12,1,1,0,0
BIRD-002320,1992-04-27 12:00:00,LA,LA,UNKNOWN BIRD,low,FAA_bird_strike_dataset,SOUTHWEST AIRLINES,B-737,Take-off run,Day,0.0,,,,,1,FLT 462 NO DAMAGE. FLT CONTD TO DEST.,,,,,,,,,,,,,,,12,4,0,0,0,0
BIRD-002321,1990-12-10 12:00:00,MA,MA,GULLS,medium,FAA_bird_strike_dataset,MIDWAY AIRLINES,MD-87,Climb,Day,200.0,150.0,,No Cloud,10-Feb,10-Feb,BLOOD AND FEATHERS ON A/C. HIT 2 GULLS.,,,,,,,,,,,,,,,12,12,0,0,0,0
BIRD-002322,1990-12-12 12:00:00,NJ,NJ,GULLS,low,FAA_bird_strike_dataset,UNKNOWN,UNKNOWN,,,,,,No Cloud,,1,"DUSK. AIRLINE, A/C UNKN.  NO ADVERSE EFFECT TO ARPT OPS.  BIRD  FOUND 22R AND GULF.",,,,,,,,,,,,,,,12,12,0,0,0,0
BIRD-002323,1990-10-15 22:00:00,NY,NY,SPARROWS,low,FAA_bird_strike_dataset,AMERICAN AIRLINES,A-300,Approach,Night,400.0,140.0,,No Cloud,,1,NO DAMAGE,,,,,,,,,,,,,,,22,10,1,0,0,0
BIRD-002324,1991-07-07 12:00:00,CA,CA,AMERICAN CROW,low,FAA_bird_strike_dataset,PRIVATELY OWNED,C-152,Approach,Day,5.0,50.0,,No Cloud,,1,NO DAMAGE/INJURY.,,,,,,,,,,,,,,,12,7,0,1,0,0
BIRD-002325,1994-07-23 12:00:00,NY,NY,EUROPEAN STARLING,medium,FAA_bird_strike_dataset,US AIRWAYS,FK-100,Take-off run,Day,0.0,,,Some Cloud,,10-Feb,FLT498,,,,,,,,,,,,,,,12,7,0,1,0,0
BIRD-002326,1992-08-13 12:00:00,MN,MN,BARN SWALLOW,low,FAA_bird_strike_dataset,NORTHWEST AIRLINES,MD-80,Approach,Day,25.0,,,Some Cloud,,1,NO DAMAGE/INJURIES. FLT701.,,,,,,,,,,,,,,,12,8,0,0,0,0
BIRD-002327,1990-08-25 22:00:00,CA,CA,UNKNOWN BIRD - SMALL,low,FAA_bird_strike_dataset,SKYWEST AIRLINES,MERLIN III,Approach,Night,100.0,103.0,,Some Cloud,,1,NO DAMAGE. FLT 479.,,,,,,,,,,,,,,,22,8,1,1,0,0
BIRD-002328,1990-08-27 12:00:00,CA,CA,RED-TAILED HAWK,low,FAA_bird_strike_dataset,UNKNOWN,STINSON 108,Take-off run,Day,0.0,40.0,,No Cloud,,1,NO DAMAGE.,,,,,,,,,,,,,,,12,8,0,0,0,0
BIRD-002329,1991-01-19 12:00:00,MS,MS,EGRETS,low,FAA_bird_strike_dataset,NORTHWEST AIRLINES,DC-9,Take-off run,Day,0.0,,,Some Cloud,,1,ATIS WARNING. FLT 647. TIME =1610 LCL,,,,,,,,,,,,,,,12,1,0,1,0,0
BIRD-002330,1991-11-08 22:00:00,CA,CA,UNKNOWN BIRD - LARGE,low,FAA_bird_strike_dataset,AMERICAN AIRLINES,MD-82,Approach,Night,3500.0,240.0,,Some Cloud,,1,BIRD GLANCED OFF OF RADOME BENT BACK SHEET METAL BEHIND RADOME.,,,,,,,,,,,,,,,22,11,1,0,0,0
BIRD-002331,1992-05-29 12:00:00,TX,TX,BLACKBIRDS,low,FAA_bird_strike_dataset,AMERICAN AIRLINES,MD-80,Approach,Day,150.0,140.0,,Some Cloud,,1,"FLT 616, LANDED W/O INCIDENT AT 1139C.  NO REPTD DAMAGE.",,,,,,,,,,,,,,,12,5,0,0,0,0
BIRD-002332,1990-06-28 12:00:00,TX,TX,UNKNOWN BIRD - SMALL,low,FAA_bird_strike_dataset,SOUTHWEST AIRLINES,B-737-300,Climb,,50.0,160.0,,Some Cloud,,1,DOVE OR SIMILAR. UNKN IF DAMAGE.,,,,,,,,,,,,,,,12,6,0,0,0,0
BIRD-002333,1990-07-06 12:00:00,FL,FL,GULLS,low,FAA_bird_strike_dataset,AMERICAN AIRLINES,B-727,Take-off run,Day,0.0,,,No Cloud,,1,NO DAMAGE. FLT 1032.,,,,,,,,,,,,,,,12,7,0,0,0,0
BIRD-002334,1990-10-19 12:00:00,OR,OR,GULLS,medium,FAA_bird_strike_dataset,UNKNOWN,UNKNOWN,Take-off run,Day,0.0,,,Some Cloud,10-Feb,10-Feb,"SAW A FLOCK, ASSUME 2-10.",,,,,,,,,,,,,,,12,10,0,0,0,0
BIRD-002335,1990-10-19 12:00:00,NY,NY,GULLS,medium,FAA_bird_strike_dataset,EASTERN AIRLINE,B-727,Take-off run,Day,0.0,,,,,10-Feb,"NO DAMAGE. FLT 785 HIT A FLOCK, ASSUME 2-10.",,,,,,,,,,,,,,,12,10,0,0,0,0
BIRD-002336,1994-12-17 12:00:00,CA,CA,HAWKS,low,FAA_bird_strike_dataset,PRIVATELY OWNED,C-172,Landing Roll,Day,0.0,,,No Cloud,,1,NO DAMAGE.,,,,,,,,,,,,,,,12,12,0,1,0,0
BIRD-002337,1991-04-17 12:00:00,DC,DC,RING-BILLED GULL,low,FAA_bird_strike_dataset,AMERICAN AIRLINES,B-727,Climb,Day,100.0,150.0,,No Cloud,,1,NO DAMAGE/INJURY. ASSUME RBGU. RBGU COMPRISED EQUAL TO OR GREATER THAN 90% OF GULLS OBSERVED ON ARPT DURING MONTH OF STRIKE.,,,,,,,,,,,,,,,12,4,0,0,0,0
BIRD-002338,1991-09-28 12:00:00,CA,CA,ROCK PIGEON,medium,FAA_bird_strike_dataset,AMERICAN AIRLINES,MD-83,Approach,Day,3050.0,124.0,,No Cloud,10-Feb,10-Feb,HIT 3 PIGEONS AS WE CAME ACROSS RWY 08 THRESHOLD. ALL 3 STRIKES  OCCURRED IN THE VICINITY OF THE COCKPIT & LDG WAS NORMAL. INSPN  REVEALED NO DAMAGE OR INGESTION.,,,,,,,,,,,,,,,12,9,0,1,0,0
BIRD-002339,1992-09-28 22:00:00,IL,IL,UNKNOWN BIRD,low,FAA_bird_strike_dataset,AMERICAN AIRLINES,MD-82,Approach,Night,500.0,125.0,,No Cloud,,1,,,,,,,,,,,,,,,,22,9,1,0,0,0
BIRD-002340,1990-07-05 12:00:00,NC,NC,UNKNOWN BIRD - SMALL,medium,FAA_bird_strike_dataset,US AIRWAYS,MD-80,Approach,Day,100.0,125.0,,No Cloud,11-100,10-Feb,NO DAMAGE. FLT 851.,,,,,,,,,,,,,,,12,7,0,0,0,0
BIRD-002341,1991-04-15 12:00:00,NY,NY,GULLS,low,FAA_bird_strike_dataset,UNKNOWN,BE-200 KING,Take-off run,Day,0.0,,,Overcast,,1,"UNKN IF DAMAGE, PILOT REPTD NO PROBLEMS & CONTD FLT.  TIME = 0900  LCL.",,,,,,,,,,,,,,,12,4,0,0,0,0
BIRD-002342,1991-01-21 22:00:00,FL,FL,UNKNOWN BIRD - SMALL,low,FAA_bird_strike_dataset,AMERICAN AIRLINES,B-727,Approach,Night,50.0,140.0,,No Cloud,,1,NO DAMAGE,,,,,,,,,,,,,,,22,1,1,0,0,0
BIRD-002343,1992-01-06 12:00:00,FL,FL,EGRETS,low,FAA_bird_strike_dataset,PAN AM EXPRESS,BA-31 JETSTR,Approach,Day,4.0,110.0,,Some Cloud,10-Feb,1,,,,,,,,,,,,,,,,12,1,0,0,0,0
BIRD-002344,1990-05-21 12:00:00,CA,CA,SPARROWS,low,FAA_bird_strike_dataset,AMERICAN AIRLINES,MD-80,Landing Roll,Day,0.0,130.0,,Some Cloud,,1,NO DAMAGE,,,,,,,,,,,,,,,12,5,0,0,0,0
BIRD-002345,1990-05-16 12:00:00,TX,TX,UNKNOWN BIRD - SMALL,medium,FAA_bird_strike_dataset,SOUTHWEST AIRLINES,B-737-200,Approach,Day,200.0,140.0,,No Cloud,10-Feb,10-Feb,2 OR 3 BIRDS HIT ABOVE CAPT'S WINDOW & 1 ON RT WING. NO DAMAGE.,,,,,,,,,,,,,,,12,5,0,0,0,0
BIRD-002346,1990-10-10 12:00:00,NH,NH,GULLS,low,FAA_bird_strike_dataset,PINNACLE (FORMERLY EXPSAIRL 1),DORNIER 228,Landing Roll,Day,0.0,,,Overcast,,1,UNKN IF DAMAGE.,,,,,,,,,,,,,,,12,10,0,0,0,0
BIRD-002347,1990-10-10 22:00:00,CA,CA,UNKNOWN BIRD - MEDIUM,low,FAA_bird_strike_dataset,SKYWEST AIRLINES,MERLIN III,Approach,Night,150.0,120.0,,No Cloud,,1,FLT 535.  OWL? INGESTED BY LEFT ENG. LOST REV  $2000.,,,,,,,,,,,,,,,22,10,1,0,0,0
BIRD-002348,1991-06-26 12:00:00,NV,NV,UNKNOWN BIRD - SMALL,low,FAA_bird_strike_dataset,AMERICAN AIRLINES,B-737-200,Approach,Day,10.0,123.0,,No Cloud,,1,NO KNOWN DAMAGE,,,,,,,,,,,,,,,12,6,0,0,0,0
BIRD-002349,1992-09-24 12:00:00,TX,TX,HAWKS,high,FAA_bird_strike_dataset,BUSINESS,MU2,Climb,Day,2300.0,150.0,Engine Shut Down,No Cloud,11-100,1,"INGESTED BIRD IN L ENG. BIRDS WERE AT 2500 MSL TO 3000 MSL IN A  LARGE BALL OF ACTIVITY. IMPACTED BIRD ALMOST IMMEDIATELY AFTER  SEEING THE LRG FLOCK.  I WAS CLIMBING OUT AT 150 KTS AFTER MAKING  A PRACTICE APPCH AT HENDERSON.  BIRD APPEARED TO BE SIZE OF HAWK  AND WAS LIGHT COLOR ON BOTTOM. 18-24"" WING SPAN. AIR FLOW WAS OBSTRUCTED AND ENG FLAMED OUT AND NTS SYSTEM AUTOMATICALLY  FEATHERED PROP. 100% THRUST LOSS.",,,,,,,,,,,,,,,12,9,0,0,0,1
BIRD-002350,1991-11-01 06:00:00,NJ,NJ,EGRETS,high,FAA_bird_strike_dataset,UPS AIRLINES,DC-8-70,Descent,Dawn,,,Other,Overcast,10-Feb,10-Feb,POSSIBLE DAMAGE TO #ENGS 3 & 4.  EXTENT NOT KNOWN UNTIL BORESCOPE  INSPN COMPLETED. MISSED NEXT SCHEDULED FLT.,,,,,,,,,,,,,,,6,11,0,0,0,1
BIRD-002351,1992-07-10 12:00:00,TX,TX,UNKNOWN BIRD - SMALL,low,FAA_bird_strike_dataset,AMERICAN AIRLINES,MD-82,Landing Roll,Day,0.0,60.0,,No Cloud,,1,,,,,,,,,,,,,,,,12,7,0,0,0,0
BIRD-002352,1992-07-09 06:00:00,CO,CO,UNKNOWN BIRD,low,FAA_bird_strike_dataset,BUSINESS,C-172,Climb,Dawn,50.0,100.0,,Some Cloud,,1,,,,,,,,,,,,,,,,6,7,0,0,0,0
BIRD-002353,1992-07-10 12:00:00,WA,WA,UNKNOWN BIRD,high,FAA_bird_strike_dataset,HORIZON AIR,DHC8 DASH 8,Climb,Day,,,Precautionary Landing,,,1,FLT 161 REQ RET TO GEG DUE TO BIRD STRIKE. LANDED 2210Z W/O  INCIDENT.,,,,,,,,,,,,,,,12,7,0,0,0,1
BIRD-002354,1991-03-28 22:00:00,PA,PA,SPARROWS,low,FAA_bird_strike_dataset,BUSINESS,PA-31 NAVAJO,Approach,Night,2140.0,,,No Cloud,,1,NO DAMAGE/INJURY TIME = 0502Z.,,,,,,,,,,,,,,,22,3,1,0,0,0
BIRD-002355,1993-10-10 12:00:00,TX,TX,UNKNOWN BIRD,low,FAA_bird_strike_dataset,AMERICAN AIRLINES,B-727,Landing Roll,Day,0.0,,,,,1,NO DAMAGE REPTD. FLT 1299. TIME = 1623LCL.,,,,,,,,,,,,,,,12,10,0,1,0,0
BIRD-002356,1992-05-13 22:00:00,KS,KS,UNKNOWN BIRD - MEDIUM,low,FAA_bird_strike_dataset,UPS AIRLINES,B-727,Climb,Night,1500.0,200.0,,No Cloud,,1,BIRD STRUCK RT SIDE OF COCKPIT. NO DAMAGE.,,,,,,,,,,,,,,,22,5,1,0,0,0
BIRD-002357,1991-05-22 12:00:00,TN,TN,UNKNOWN BIRD - SMALL,low,FAA_bird_strike_dataset,NORTHWEST AIRLINES,DC-9,Climb,Day,1000.0,160.0,,Overcast,,1,NO DAMAGE.,,,,,,,,,,,,,,,12,5,0,0,0,0
BIRD-002358,1991-10-18 22:00:00,FL,FL,GULLS,medium,FAA_bird_strike_dataset,AMERICAN AIRLINES,B-727-200,Approach,Night,300.0,135.0,,Some Cloud,,10-Feb,FLT 1659. DAMAGE TO ENG & WING UNKN. 1 INGESTED. 2 HIT RT WING.,,,,,,,,,,,,,,,22,10,1,0,0,0
BIRD-002359,1991-09-04 18:00:00,AL,AL,UNKNOWN BIRD - SMALL,medium,FAA_bird_strike_dataset,DELTA AIR LINES,B-737,Approach,Dusk,,,,No Cloud,,10-Feb,"TIME OF LANDING WAS NEAR SUNSET. UNKN IF DAMAGE. HIT A FLOCK OF  BIRDS, # NOT REPTD, ASSUME 2-10.",,,,,,,,,,,,,,,18,9,0,0,0,0
BIRD-002360,1991-05-07 12:00:00,CA,CA,HAWKS,medium,FAA_bird_strike_dataset,AMERICAN AIRLINES,MD-80,Climb,Day,100.0,140.0,,Some Cloud,,10-Feb,SMALL AND LRG BIRDS STRUCK.  FLT378 REPORTED A BIRD STRIKE AFTER  ROTATING ON RY08R. THE CONTROLLER ACKNOWLEDGED MESSAGE & FLT378  CHANGED TO DEPRT FREQ BEFORE ANY FURTHER INFORMATION COULD BE  OBTAINED. 2ND REPT SAID CROW/BLACKBIRD WAS STRUCK.,,,,,,,,,,,,,,,12,5,0,0,0,0
BIRD-002361,1990-06-11 12:00:00,PA,PA,UNKNOWN BIRD - SMALL,medium,FAA_bird_strike_dataset,UNITED AIRLINES,B-727,Landing Roll,Day,0.0,,,No Cloud,,10-Feb,HIT 2 BIRDS. NO DAMAGE. FLT 146.,,,,,,,,,,,,,,,12,6,0,0,0,0
BIRD-002362,1991-10-15 06:00:00,PA,PA,ROCK PIGEON,low,FAA_bird_strike_dataset,BUSINESS,PA-31 NAVAJO,Take-off run,Dawn,0.0,100.0,,Overcast,10-Feb,1,PILOT SAW 2 BIRDS AS HE ROTATED. 1 BIRD FOUND. NO DAMAGE OR  EVIDENCE ON A/C OF A STRIKE.,,,,,,,,,,,,,,,6,10,0,0,0,0
BIRD-002363,1991-08-24 12:00:00,CA,CA,UNKNOWN BIRD - LARGE,low,FAA_bird_strike_dataset,BUSINESS,C-152,Descent,Day,900.0,115.0,,Some Cloud,,1,BIRD SIZE DETERMINE BY DAMAGE. BIRD HIT OUTER LE OF RT WING  CAUSING A LRG DENT. COMPRESSION DAMAGE TO REAR SPAR.,,,,,,,,,,,,,,,12,8,0,1,0,0
BIRD-002364,1991-10-14 12:00:00,MS,MS,UNKNOWN BIRD - SMALL,low,FAA_bird_strike_dataset,AMERICAN AIRLINES,DC-9-80,Approach,Day,,180.0,,Overcast,,1,BLOOD/FEATHERS ON WING. NO DAMAGE.,,,,,,,,,,,,,,,12,10,0,0,0,0
BIRD-002365,1991-05-11 12:00:00,AK,AK,SANDPIPERS,high,FAA_bird_strike_dataset,ALASKA AIRLINES,B-727,Landing Roll,Day,0.0,120.0,,Overcast,,11-100,SMALL BIRDS-NO DAMAGE.,,,,,,,,,,,,,,,12,5,0,1,0,1
BIRD-002366,1991-03-29 12:00:00,AL,AL,GULLS,high,FAA_bird_strike_dataset,NASHVILLE EAGLE,BA-31 JETSTR,Take-off run,Day,0.0,,Aborted Take-off,Overcast,10-Feb,1,CAPT COULD FIND NO VISIBLE DAMAGE.,,,,,,,,,,,,,,,12,3,0,0,0,1
BIRD-002367,1991-03-29 12:00:00,FL,FL,SANDPIPERS,medium,FAA_bird_strike_dataset,FLIGHT EXPRESS,C-210 CENTUR,Landing Roll,Day,0.0,,,Overcast,10-Feb,10-Feb,NO DAMAGE/INJURY. REDUCED VIZ.,,,,,,,,,,,,,,,12,3,0,0,0,0
BIRD-002368,1992-02-19 12:00:00,WA,WA,DUCKS,low,FAA_bird_strike_dataset,UNKNOWN,UNKNOWN,,,,,,Overcast,,1,CARCASS FOUND NEAR TAXIWAY @ NIGHT.,,,,,,,,,,,,,,,12,2,0,0,0,0
BIRD-002369,1990-05-30 12:00:00,MA,MA,GULLS,medium,FAA_bird_strike_dataset,BUSINESS,PA-34 SENECA,Landing Roll,Day,0.0,75.0,,Overcast,10-Feb,10-Feb,GULLS ON RWY STRIKE ON LEFT WING. NO DAMAGE. GUSTY WINDS.,,,,,,,,,,,,,,,12,5,0,0,0,0
BIRD-002370,1992-08-04 18:00:00,ON,ON,UNKNOWN BIRD - SMALL,low,FAA_bird_strike_dataset,AMERICAN AIRLINES,B-727,Approach,Dusk,60.0,140.0,,Some Cloud,10-Feb,1,BIRD HIT NOSEWHEEL AREA. NO DAMAGE.,,,,,,,,,,,,,,,18,8,0,0,0,0
BIRD-002371,1990-04-28 22:00:00,OR,OR,UNKNOWN BIRD,low,FAA_bird_strike_dataset,AMERICAN AIRLINES,B-727,Approach,Night,100.0,127.0,,No Cloud,,1,RESIDUE & FEATHER FOUND ON RADOME ON REGULAR POST FLT INSPN.,,,,,,,,,,,,,,,22,4,1,1,0,0
BIRD-002372,1994-12-26 12:00:00,CT,CT,UNKNOWN BIRD - SMALL,low,FAA_bird_strike_dataset,AMERICAN AIRLINES,B-737-200,Take-off run,Day,0.0,130.0,,No Cloud,10-Feb,1,NO DAMAGE NOTED.,,,,,,,,,,,,,,,12,12,0,0,0,0
BIRD-002373,1992-09-28 06:00:00,WI,WI,UNKNOWN BIRD - SMALL,low,FAA_bird_strike_dataset,AMERICAN AIRLINES,B-727-200,Climb,Dawn,500.0,160.0,,No Cloud,,1,HIT NOSE AREA & SPLATTERED ON UPPER CENTER CORNERS OF FRONT  WINDOWS. GEAR WAS UP. NO CHANGES IN ENG INDICATORS. CONTD FLT.,,,,,,,,,,,,,,,6,9,0,0,0,0
BIRD-002374,1991-12-16 12:00:00,MA,MA,UNKNOWN BIRD,low,FAA_bird_strike_dataset,BUSINESS EXPRESS,SAAB-340,Approach,Day,,,,,,1,"FLT 370 REPTD A BIRD STRIKE ON SHORT FINAL TO BOS, NO REPTD  DAMAGE.  TIME = 1346Z.",,,,,,,,,,,,,,,12,12,0,0,0,0
BIRD-002375,1995-03-13 22:00:00,MO,MO,UNKNOWN BIRD - LARGE,low,FAA_bird_strike_dataset,TRANS WORLD AIRLINES,B-727-200,Climb,Night,3300.0,250.0,,,,1,,,,,,,,,,,,,,,,22,3,1,0,0,0
