incident_id,timestamp,location,species,severity,source,temperature,precipitation,wind_speed,visibility,speed_limit,timestamp_weather,temperature_weather,precipitation_weather,wind_speed_weather,visibility_weather,condition,road_segment_id,speed_limit_road,road_type,curvature,lane_count,surface_type,hour,month,is_night,is_weekend,high_precipitation,high_risk_target
INC00502,2024-03-28 02:00:00,Hyvinkää,Badger,medium,gps_collar,6.7,0.3,3.7,10782,120,,,,,,,,,,,,,2,3,1,0,0,0
INC00503,2025-10-23 20:00:00,Uusikaupunki,Wolverine,medium,mobile_app,11.2,0.5,5.6,5445,90,,,,,,,,,,,,,20,10,1,0,0,0
INC00504,2024-03-29 15:00:00,Salo,Porcupine,low,manual_upload,3.8,1.7,13.2,9308,70,,,,,,,,,,,,,15,3,0,0,1,0
INC00505,2024-06-23 12:00:00,Turku,Lynx,medium,gps_collar,19.0,2.7,1.7,15655,70,,,,,,,,,,,,,12,6,0,1,1,0
INC00506,2022-03-14 18:00:00,Kerava,Wolverine,low,sensor,0.0,3.8,6.2,3652,100,,,,,,,,,,,,,18,3,0,0,1,0
INC00507,2023-09-14 08:00:00,Helsinki,Squirrel,low,camera_trap,11.3,0.0,2.1,7627,60,,,,,,,,,,,,,8,9,0,0,0,0
INC00508,2025-12-02 12:00:00,Kerava,Weasel,high,dashboard,-3.7,0.4,7.3,7584,80,,,,,,,,,,,,,12,12,0,0,0,1
INC00509,2023-02-08 12:00:00,Vaasa,Deer,medium,gps_collar,-4.2,0.5,5.2,8187,100,,,,,,,,,,,,,12,2,0,0,0,0
INC00510,2022-10-28 02:00:00,Kuopio,Deer,high,camera_trap,7.5,0.1,2.8,8858,70,,,,,,,,,,,,,2,10,1,0,0,1
INC00511,2025-02-17 13:00:00,Oulu,Lynx,high,mobile_app,-3.8,0.1,2.4,7556,60,,,,,,,,,,,,,13,2,0,0,0,1
INC00512,2025-01-25 14:00:00,Rauma,Weasel,low,gps_collar,-11.9,0.2,3.5,3744,80,,,,,,,,,,,,,14,1,0,1,0,0
INC00513,2022-06-20 01:00:00,Oulu,Elk,medium,api,13.6,0.6,1.7,6097,90,,,,,,,,,,,,,1,6,1,0,0,0
INC00514,2024-06-06 14:00:00,Salo,Elk,low,camera_trap,19.1,0.1,1.5,7051,70,,,,,,,,,,,,,14,6,0,0,0,0
INC00515,2023-04-18 21:00:00,Mikkeli,Wild Boar,low,gps_collar,6.0,3.0,0.5,7625,70,,,,,,,,,,,,,21,4,1,0,1,0
INC00516,2024-08-25 10:00:00,Lahti,Squirrel,high,camera_trap,15.7,1.1,1.6,4434,60,,,,,,,,,,,,,10,8,0,1,1,1
INC00517,2023-11-05 03:00:00,Lahti,Elk,medium,sensor,10.3,0.1,0.6,7015,60,,,,,,,,,,,,,3,11,1,1,0,0
INC00518,2024-03-23 16:00:00,Pori,Raccoon,low,api,1.4,1.9,0.3,10824,100,,,,,,,,,,,,,16,3,0,1,1,0
INC00519,2025-08-28 07:00:00,Kouvola,Wolverine,high,sensor,17.0,0.6,9.5,8342,90,,,,,,,,,,,,,7,8,0,0,0,1
INC00520,2024-01-17 17:00:00,Pori,Moose,high,gps_collar,-9.7,1.0,2.8,100,100,,,,,,,,,,,,,17,1,0,0,0,1
INC00521,2024-11-02 19:00:00,Lappeenranta,Porcupine,high,sensor,3.6,0.7,3.3,10636,120,,,,,,,,,,,,,19,11,0,1,0,1
INC00522,2023-02-04 23:00:00,Pori,Deer,medium,sensor,-7.0,0.3,5.4,8655,100,,,,,,,,,,,,,23,2,1,1,0,0
INC00523,2022-08-04 19:00:00,Hämeenlinna,Wild Boar,medium,camera_trap,11.2,1.0,1.3,9652,100,,,,,,,,,,,,,19,8,0,0,0,0
INC00524,2023-12-02 06:00:00,Salo,Hare,low,api,-8.6,1.3,5.6,5728,120,,,,,,,,,,,,,6,12,0,1,1,0
INC00525,2024-01-11 08:00:00,Uusikaupunki,Raccoon,low,sensor,-7.9,2.6,5.5,7523,60,,,,,,,,,,,,,8,1,0,0,1,0
INC00526,2022-10-26 06:00:00,Kerava,Raccoon,medium,gps_collar,6.9,2.4,1.7,8290,60,,,,,,,,,,,,,6,10,0,0,1,0
INC00527,2023-10-25 01:00:00,Helsinki,Otter,high,gps_collar,5.5,2.4,6.1,5555,60,,,,,,,,,,,,,1,10,1,0,1,1
INC00528,2023-09-28 19:00:00,Helsinki,Moose,low,camera_trap,6.9,0.5,6.2,8740,70,,,,,,,,,,,,,19,9,0,0,0,0
INC00529,2025-07-13 23:00:00,Turku,Otter,medium,dashboard,16.1,2.1,3.7,5040,60,,,,,,,,,,,,,23,7,1,1,1,0
INC00530,2022-01-15 03:00:00,Uusikaupunki,Wild Boar,low,api,-1.7,0.1,4.1,6360,80,,,,,,,,,,,,,3,1,1,1,0,0
INC00531,2025-07-22 23:00:00,Salo,Otter,high,api,12.8,0.9,11.7,7486,120,,,,,,,,,,,,,23,7,1,0,0,1
INC00532,2024-02-24 08:00:00,Kouvola,Bird,medium,mobile_app,2.8,11.6,1.1,10929,50,,,,,,,,,,,,,8,2,0,1,1,0
INC00533,2022-09-02 06:00:00,Hyvinkää,Hare,low,gps_collar,6.9,0.0,2.5,5225,100,,,,,,,,,,,,,6,9,0,0,0,0
INC00534,2022-04-12 20:00:00,Jyväskylä,Lynx,medium,dashboard,5.1,1.0,7.7,8141,60,,,,,,,,,,,,,20,4,1,0,0,0
INC00535,2022-04-10 05:00:00,Lappeenranta,Weasel,low,camera_trap,3.5,2.7,0.9,7246,60,,,,,,,,,,,,,5,4,1,1,1,0
INC00536,2024-03-01 10:00:00,Helsinki,Deer,medium,sensor,5.7,0.5,1.9,11053,90,,,,,,,,,,,,,10,3,0,0,0,0
INC00537,2022-10-21 00:00:00,Kouvola,Bird,low,camera_trap,6.5,2.1,5.3,6884,100,,,,,,,,,,,,,0,10,1,0,1,0
INC00538,2025-12-02 17:00:00,Salo,Wild Boar,medium,api,-2.0,0.7,4.5,11835,120,,,,,,,,,,,,,17,12,0,0,0,0
INC00539,2025-10-08 20:00:00,Mikkeli,Bird,low,api,8.4,0.6,6.0,8490,120,,,,,,,,,,,,,20,10,1,0,0,0
INC00540,2022-11-04 14:00:00,Kouvola,Fox,medium,mobile_app,4.5,2.8,9.1,8828,80,,,,,,,,,,,,,14,11,0,0,1,0
INC00541,2023-12-04 12:00:00,Jyväskylä,Deer,low,mobile_app,-2.9,0.5,8.3,10596,70,,,,,,,,,,,,,12,12,0,0,0,0
INC00542,2024-03-16 14:00:00,Hyvinkää,Otter,high,dashboard,1.7,0.1,1.3,5950,60,,,,,,,,,,,,,14,3,0,1,0,1
INC00543,2023-04-25 05:00:00,Kerava,Porcupine,high,mobile_app,1.2,4.1,2.8,5113,80,,,,,,,,,,,,,5,4,1,0,1,1
INC00544,2025-03-13 21:00:00,Rauma,Badger,low,manual_upload,1.7,5.2,5.2,3877,80,,,,,,,,,,,,,21,3,1,0,1,0
INC00545,2022-09-18 11:00:00,Jyväskylä,Fox,medium,camera_trap,8.0,1.6,7.4,10040,70,,,,,,,,,,,,,11,9,0,1,1,0
INC00546,2023-11-09 08:00:00,Tampere,Bird,high,camera_trap,9.7,0.1,6.9,9589,60,2026-04-01 06:00:00,3.2,1.5,12.4,5.0,rain,R001,80.0,highway,low,2.0,asphalt,8,11,0,0,0,1
INC00546,2023-11-09 08:00:00,Tampere,Bird,high,camera_trap,9.7,0.1,6.9,9589,60,2026-04-01 06:00:00,3.2,1.5,12.4,5.0,rain,R005,40.0,urban,low,1.0,asphalt,8,11,0,0,0,1
INC00546,2023-11-09 08:00:00,Tampere,Bird,high,camera_trap,9.7,0.1,6.9,9589,60,2026-04-01 09:00:00,5.1,0.0,10.1,10.0,cloudy,R001,80.0,highway,low,2.0,asphalt,8,11,0,0,0,1
INC00546,2023-11-09 08:00:00,Tampere,Bird,high,camera_trap,9.7,0.1,6.9,9589,60,2026-04-01 09:00:00,5.1,0.0,10.1,10.0,cloudy,R005,40.0,urban,low,1.0,asphalt,8,11,0,0,0,1
INC00547,2025-05-04 21:00:00,Lahti,Badger,low,sensor,1.6,0.8,3.4,9485,90,,,,,,,,,,,,,21,5,1,1,0,0
INC00548,2022-02-01 05:00:00,Lahti,Otter,low,sensor,-7.0,0.6,2.8,8573,100,,,,,,,,,,,,,5,2,1,0,0,0
INC00549,2023-10-08 06:00:00,Helsinki,Otter,low,manual_upload,13.1,1.0,7.2,3938,80,,,,,,,,,,,,,6,10,0,1,0,0
INC00550,2024-04-17 18:00:00,Jyväskylä,Lynx,low,mobile_app,5.4,3.5,1.7,10130,90,,,,,,,,,,,,,18,4,0,0,1,0
INC00551,2024-04-29 04:00:00,Turku,Otter,high,sensor,8.8,2.6,13.9,10025,70,,,,,,,,,,,,,4,4,1,0,1,1
INC00552,2023-08-27 01:00:00,Vaasa,Fox,low,camera_trap,16.4,0.2,6.0,5430,60,,,,,,,,,,,,,1,8,1,1,0,0
INC00553,2025-05-27 09:00:00,Kerava,Badger,high,camera_trap,4.7,0.4,4.7,6301,100,,,,,,,,,,,,,9,5,0,0,0,1
INC00554,2025-07-09 16:00:00,Uusikaupunki,Weasel,low,mobile_app,16.3,0.2,15.1,3639,120,,,,,,,,,,,,,16,7,0,0,0,0
INC00555,2023-08-20 09:00:00,Vaasa,Otter,high,dashboard,16.7,2.6,4.0,9127,90,,,,,,,,,,,,,9,8,0,1,1,1
INC00556,2022-08-12 13:00:00,Rauma,Wolverine,low,gps_collar,15.4,0.9,3.3,4459,100,,,,,,,,,,,,,13,8,0,0,0,0
INC00557,2024-09-14 21:00:00,Espoo,Wild Boar,medium,gps_collar,10.0,0.7,5.7,9083,50,,,,,,,,,,,,,21,9,1,1,0,0
INC00558,2022-06-18 15:00:00,Uusikaupunki,Wild Boar,low,gps_collar,18.5,0.6,2.7,7829,60,,,,,,,,,,,,,15,6,0,1,0,0
INC00559,2023-02-14 04:00:00,Jyväskylä,Badger,medium,dashboard,-8.4,2.8,2.6,4747,90,,,,,,,,,,,,,4,2,1,0,1,0
INC00560,2025-04-21 12:00:00,Turku,Otter,high,api,2.6,0.5,5.3,12893,100,,,,,,,,,,,,,12,4,0,0,0,1
INC00561,2025-08-27 19:00:00,Espoo,Wild Boar,medium,gps_collar,11.6,1.6,3.2,12309,80,,,,,,,,,,,,,19,8,0,0,1,0
INC00562,2022-06-01 22:00:00,Mikkeli,Fox,low,gps_collar,16.5,0.8,5.1,5732,80,,,,,,,,,,,,,22,6,1,0,0,0
INC00563,2025-06-01 08:00:00,Hyvinkää,Deer,medium,gps_collar,14.4,1.2,2.4,9008,80,,,,,,,,,,,,,8,6,0,1,1,0
INC00564,2024-04-21 12:00:00,Tampere,Lynx,medium,sensor,6.3,0.7,2.8,7278,120,2026-04-01 06:00:00,3.2,1.5,12.4,5.0,rain,R001,80.0,highway,low,2.0,asphalt,12,4,0,1,0,0
INC00564,2024-04-21 12:00:00,Tampere,Lynx,medium,sensor,6.3,0.7,2.8,7278,120,2026-04-01 06:00:00,3.2,1.5,12.4,5.0,rain,R005,40.0,urban,low,1.0,asphalt,12,4,0,1,0,0
INC00564,2024-04-21 12:00:00,Tampere,Lynx,medium,sensor,6.3,0.7,2.8,7278,120,2026-04-01 09:00:00,5.1,0.0,10.1,10.0,cloudy,R001,80.0,highway,low,2.0,asphalt,12,4,0,1,0,0
INC00564,2024-04-21 12:00:00,Tampere,Lynx,medium,sensor,6.3,0.7,2.8,7278,120,2026-04-01 09:00:00,5.1,0.0,10.1,10.0,cloudy,R005,40.0,urban,low,1.0,asphalt,12,4,0,1,0,0
INC00565,2022-01-09 05:00:00,Kuopio,Squirrel,low,manual_upload,-0.4,0.1,9.9,7057,50,,,,,,,,,,,,,5,1,1,1,0,0
INC00566,2025-03-02 23:00:00,Hämeenlinna,Raccoon,high,manual_upload,4.0,0.1,1.4,7269,90,,,,,,,,,,,,,23,3,1,1,0,1
INC00567,2022-06-14 12:00:00,Espoo,Wild Boar,medium,camera_trap,15.0,2.0,5.4,7360,50,,,,,,,,,,,,,12,6,0,0,1,0
INC00568,2024-02-23 22:00:00,Rovaniemi,Fox,high,dashboard,0.5,0.8,10.7,12975,60,,,,,,,,,,,,,22,2,1,0,0,1
INC00569,2025-02-21 20:00:00,Hämeenlinna,Wild Boar,low,camera_trap,-3.6,2.0,3.3,8685,80,,,,,,,,,,,,,20,2,1,0,1,0
INC00570,2024-10-27 19:00:00,Lappeenranta,Moose,medium,mobile_app,7.3,0.7,9.2,9637,100,,,,,,,,,,,,,19,10,0,1,0,0
INC00571,2022-12-30 03:00:00,Hämeenlinna,Moose,medium,api,-6.9,1.1,6.7,3589,90,,,,,,,,,,,,,3,12,1,0,1,0
INC00572,2024-12-09 07:00:00,Rauma,Fox,low,mobile_app,1.0,0.6,2.3,11367,60,,,,,,,,,,,,,7,12,0,0,0,0
INC00573,2022-01-10 11:00:00,Tampere,Bird,low,camera_trap,-6.9,7.0,4.4,7159,100,2026-04-01 06:00:00,3.2,1.5,12.4,5.0,rain,R001,80.0,highway,low,2.0,asphalt,11,1,0,0,1,0
INC00573,2022-01-10 11:00:00,Tampere,Bird,low,camera_trap,-6.9,7.0,4.4,7159,100,2026-04-01 06:00:00,3.2,1.5,12.4,5.0,rain,R005,40.0,urban,low,1.0,asphalt,11,1,0,0,1,0
INC00573,2022-01-10 11:00:00,Tampere,Bird,low,camera_trap,-6.9,7.0,4.4,7159,100,2026-04-01 09:00:00,5.1,0.0,10.1,10.0,cloudy,R001,80.0,highway,low,2.0,asphalt,11,1,0,0,1,0
INC00573,2022-01-10 11:00:00,Tampere,Bird,low,camera_trap,-6.9,7.0,4.4,7159,100,2026-04-01 09:00:00,5.1,0.0,10.1,10.0,cloudy,R005,40.0,urban,low,1.0,asphalt,11,1,0,0,1,0
INC00574,2025-03-04 03:00:00,Uusikaupunki,Lynx,medium,dashboard,6.3,0.4,1.4,2380,60,,,,,,,,,,,,,3,3,1,0,0,0
INC00575,2023-11-07 20:00:00,Mikkeli,Badger,low,api,11.8,0.3,11.1,6810,70,,,,,,,,,,,,,20,11,1,0,0,0
INC00576,2023-05-30 16:00:00,Turku,Deer,low,dashboard,2.5,0.0,3.5,5168,100,,,,,,,,,,,,,16,5,0,0,0,0
INC00577,2025-02-18 19:00:00,Kerava,Weasel,low,manual_upload,-3.6,0.0,3.1,6732,60,,,,,,,,,,,,,19,2,0,0,0,0
INC00578,2023-07-17 17:00:00,Espoo,Moose,high,gps_collar,13.2,0.1,3.8,7103,50,,,,,,,,,,,,,17,7,0,0,0,1
INC00579,2025-05-04 01:00:00,Kerava,Otter,medium,mobile_app,4.8,0.0,2.3,10511,120,,,,,,,,,,,,,1,5,1,1,0,0
INC00580,2022-05-13 22:00:00,Vaasa,Raccoon,medium,manual_upload,6.0,1.2,3.9,5451,80,,,,,,,,,,,,,22,5,1,0,1,0
INC00581,2025-04-13 15:00:00,Vaasa,Elk,high,api,7.8,0.7,2.4,8175,120,,,,,,,,,,,,,15,4,0,1,0,1
INC00582,2022-06-04 03:00:00,Oulu,Elk,high,sensor,13.2,0.4,6.7,3036,60,,,,,,,,,,,,,3,6,1,1,0,1
INC00583,2024-05-20 19:00:00,Hyvinkää,Squirrel,high,dashboard,3.2,0.1,6.8,6062,100,,,,,,,,,,,,,19,5,0,0,0,1
INC00584,2024-05-25 15:00:00,Vaasa,Bird,medium,api,-0.8,0.8,2.3,8630,100,,,,,,,,,,,,,15,5,0,1,0,0
INC00585,2025-11-24 08:00:00,Vaasa,Lynx,high,sensor,4.4,2.1,3.6,7576,70,,,,,,,,,,,,,8,11,0,0,1,1
INC00586,2022-06-16 10:00:00,Uusikaupunki,Squirrel,low,mobile_app,20.1,0.1,2.0,11919,60,,,,,,,,,,,,,10,6,0,0,0,0
INC00587,2025-03-12 13:00:00,Uusikaupunki,Wolverine,low,manual_upload,2.4,1.5,6.1,7186,70,,,,,,,,,,,,,13,3,0,0,1,0
INC00588,2024-11-06 19:00:00,Rauma,Badger,low,mobile_app,6.6,0.4,1.0,9291,80,,,,,,,,,,,,,19,11,0,0,0,0
INC00589,2025-01-19 19:00:00,Oulu,Bird,high,camera_trap,-1.1,0.8,5.9,6260,60,,,,,,,,,,,,,19,1,0,1,0,1
INC00590,2025-07-17 00:00:00,Vaasa,Porcupine,medium,api,13.9,7.4,3.5,9513,70,,,,,,,,,,,,,0,7,1,0,1,0
INC00591,2023-01-30 04:00:00,Mikkeli,Wild Boar,medium,manual_upload,-0.5,3.0,3.3,3435,90,,,,,,,,,,,,,4,1,1,0,1,0
INC00592,2025-01-31 21:00:00,Rovaniemi,Elk,low,gps_collar,-12.3,1.2,2.1,10320,60,,,,,,,,,,,,,21,1,1,0,1,0
INC00593,2024-11-26 15:00:00,Vaasa,Bird,medium,api,9.6,2.3,6.7,6189,70,,,,,,,,,,,,,15,11,0,0,1,0
INC00594,2022-08-04 21:00:00,Mikkeli,Porcupine,high,sensor,13.6,1.7,7.8,12058,50,,,,,,,,,,,,,21,8,1,0,1,1
INC00595,2023-06-05 03:00:00,Helsinki,Bird,medium,camera_trap,17.8,0.8,7.9,6085,100,,,,,,,,,,,,,3,6,1,0,0,0
INC00596,2022-04-18 23:00:00,Espoo,Hare,medium,dashboard,6.9,2.1,1.2,10682,120,,,,,,,,,,,,,23,4,1,0,1,0
INC00597,2023-08-16 14:00:00,Salo,Hare,low,dashboard,16.0,2.0,3.3,2713,70,,,,,,,,,,,,,14,8,0,0,1,0
INC00598,2024-04-07 21:00:00,Tampere,Hare,low,api,4.0,0.1,4.1,8190,100,2026-04-01 06:00:00,3.2,1.5,12.4,5.0,rain,R001,80.0,highway,low,2.0,asphalt,21,4,1,1,0,0
INC00598,2024-04-07 21:00:00,Tampere,Hare,low,api,4.0,0.1,4.1,8190,100,2026-04-01 06:00:00,3.2,1.5,12.4,5.0,rain,R005,40.0,urban,low,1.0,asphalt,21,4,1,1,0,0
INC00598,2024-04-07 21:00:00,Tampere,Hare,low,api,4.0,0.1,4.1,8190,100,2026-04-01 09:00:00,5.1,0.0,10.1,10.0,cloudy,R001,80.0,highway,low,2.0,asphalt,21,4,1,1,0,0
INC00598,2024-04-07 21:00:00,Tampere,Hare,low,api,4.0,0.1,4.1,8190,100,2026-04-01 09:00:00,5.1,0.0,10.1,10.0,cloudy,R005,40.0,urban,low,1.0,asphalt,21,4,1,1,0,0
INC00599,2022-11-17 08:00:00,Salo,Wild Boar,low,api,7.2,1.2,2.6,5824,100,,,,,,,,,,,,,8,11,0,0,1,0
INC00600,2023-07-13 10:00:00,Lappeenranta,Wild Boar,high,api,19.9,1.0,14.2,8491,90,,,,,,,,,,,,,10,7,0,0,0,1
INC00601,2024-05-28 05:00:00,Pori,Lynx,low,camera_trap,2.6,3.7,1.6,7301,90,,,,,,,,,,,,,5,5,1,0,1,0
INC00602,2024-09-08 00:00:00,Pori,Bird,low,sensor,13.7,3.5,5.0,10956,90,,,,,,,,,,,,,0,9,1,1,1,0
INC00603,2025-09-19 21:00:00,Mikkeli,Moose,high,dashboard,11.5,0.5,6.6,5156,100,,,,,,,,,,,,,21,9,1,0,0,1
INC00604,2025-07-06 00:00:00,Kouvola,Wild Boar,medium,api,18.5,1.2,1.3,6100,70,,,,,,,,,,,,,0,7,1,1,1,0
INC00605,2024-05-04 11:00:00,Rovaniemi,Deer,low,gps_collar,5.9,2.0,3.1,8692,120,,,,,,,,,,,,,11,5,0,1,1,0
INC00606,2023-08-28 05:00:00,Oulu,Deer,medium,sensor,11.1,0.0,2.2,9521,90,,,,,,,,,,,,,5,8,1,0,0,0
INC00607,2025-02-14 06:00:00,Pori,Fox,low,api,6.1,1.2,10.6,4028,70,,,,,,,,,,,,,6,2,0,0,1,0
INC00608,2023-09-21 02:00:00,Lappeenranta,Squirrel,low,dashboard,7.2,0.2,2.5,7921,60,,,,,,,,,,,,,2,9,1,0,0,0
INC00609,2025-09-25 10:00:00,Uusikaupunki,Otter,medium,mobile_app,8.8,3.1,2.6,10537,70,,,,,,,,,,,,,10,9,0,0,1,0
INC00610,2023-12-04 16:00:00,Salo,Raccoon,low,mobile_app,-0.2,0.6,9.0,5708,100,,,,,,,,,,,,,16,12,0,0,0,0
INC00611,2025-09-01 15:00:00,Mikkeli,Fox,medium,mobile_app,9.0,1.8,8.5,10049,120,,,,,,,,,,,,,15,9,0,0,1,0
INC00612,2024-08-19 16:00:00,Jyväskylä,Fox,medium,mobile_app,17.2,0.3,10.8,6851,90,,,,,,,,,,,,,16,8,0,0,0,0
INC00613,2025-08-26 10:00:00,Jyväskylä,Wild Boar,medium,gps_collar,9.8,2.8,3.3,7400,100,,,,,,,,,,,,,10,8,0,0,1,0
INC00614,2022-06-10 09:00:00,Rauma,Deer,low,dashboard,22.7,1.2,2.4,10951,120,,,,,,,,,,,,,9,6,0,0,1,0
INC00615,2022-07-22 23:00:00,Helsinki,Weasel,low,manual_upload,21.8,1.5,14.3,7951,80,,,,,,,,,,,,,23,7,1,0,1,0
INC00616,2023-01-11 10:00:00,Vaasa,Moose,low,mobile_app,-1.7,2.5,5.0,5995,60,,,,,,,,,,,,,10,1,0,0,1,0
INC00617,2022-01-25 23:00:00,Kuopio,Elk,medium,camera_trap,0.5,0.9,6.4,5699,70,,,,,,,,,,,,,23,1,1,0,0,0
INC00618,2022-06-15 01:00:00,Kerava,Otter,low,mobile_app,13.9,2.2,3.7,11059,90,,,,,,,,,,,,,1,6,1,0,1,0
INC00619,2025-08-12 11:00:00,Salo,Deer,low,manual_upload,11.5,2.1,1.4,8545,90,,,,,,,,,,,,,11,8,0,0,1,0
INC00620,2025-01-28 05:00:00,Tampere,Deer,high,gps_collar,-8.9,0.7,3.6,6764,100,2026-04-01 06:00:00,3.2,1.5,12.4,5.0,rain,R001,80.0,highway,low,2.0,asphalt,5,1,1,0,0,1
INC00620,2025-01-28 05:00:00,Tampere,Deer,high,gps_collar,-8.9,0.7,3.6,6764,100,2026-04-01 06:00:00,3.2,1.5,12.4,5.0,rain,R005,40.0,urban,low,1.0,asphalt,5,1,1,0,0,1
INC00620,2025-01-28 05:00:00,Tampere,Deer,high,gps_collar,-8.9,0.7,3.6,6764,100,2026-04-01 09:00:00,5.1,0.0,10.1,10.0,cloudy,R001,80.0,highway,low,2.0,asphalt,5,1,1,0,0,1
INC00620,2025-01-28 05:00:00,Tampere,Deer,high,gps_collar,-8.9,0.7,3.6,6764,100,2026-04-01 09:00:00,5.1,0.0,10.1,10.0,cloudy,R005,40.0,urban,low,1.0,asphalt,5,1,1,0,0,1
INC00621,2024-01-21 05:00:00,Uusikaupunki,Bird,low,manual_upload,-13.3,0.8,2.3,7467,90,,,,,,,,,,,,,5,1,1,1,0,0
INC00622,2025-03-21 18:00:00,Jyväskylä,Moose,low,manual_upload,7.9,1.6,14.5,6052,90,,,,,,,,,,,,,18,3,0,0,1,0
INC00623,2023-02-11 14:00:00,Vaasa,Hare,high,gps_collar,-4.3,4.6,6.0,14111,90,,,,,,,,,,,,,14,2,0,1,1,1
INC00624,2023-11-21 06:00:00,Hämeenlinna,Bird,medium,dashboard,6.4,0.8,2.0,7096,80,,,,,,,,,,,,,6,11,0,0,0,0
INC00625,2022-08-04 18:00:00,Hämeenlinna,Lynx,low,camera_trap,12.5,0.1,6.8,10490,90,,,,,,,,,,,,,18,8,0,0,0,0
INC00626,2023-10-27 02:00:00,Vaasa,Bird,medium,mobile_app,8.8,0.6,4.8,11477,120,,,,,,,,,,,,,2,10,1,0,0,0
INC00627,2022-08-09 03:00:00,Helsinki,Moose,medium,camera_trap,14.4,0.5,7.3,7446,80,,,,,,,,,,,,,3,8,1,0,0,0
INC00628,2024-10-26 22:00:00,Uusikaupunki,Wolverine,medium,manual_upload,4.6,0.1,9.4,8793,100,,,,,,,,,,,,,22,10,1,1,0,0
INC00629,2022-01-26 19:00:00,Jyväskylä,Moose,medium,camera_trap,-0.6,2.3,5.7,9399,120,,,,,,,,,,,,,19,1,0,0,1,0
INC00630,2025-03-30 20:00:00,Kouvola,Squirrel,low,dashboard,2.6,0.8,6.1,11448,50,,,,,,,,,,,,,20,3,1,1,0,0
INC00631,2025-12-13 05:00:00,Helsinki,Hare,high,api,-5.3,0.0,2.5,10111,120,,,,,,,,,,,,,5,12,1,1,0,1
INC00632,2025-07-22 10:00:00,Lahti,Deer,low,manual_upload,11.2,0.1,11.3,7414,100,,,,,,,,,,,,,10,7,0,0,0,0
INC00633,2024-02-05 14:00:00,Uusikaupunki,Squirrel,low,mobile_app,-1.8,0.9,5.3,11021,50,,,,,,,,,,,,,14,2,0,0,0,0
INC00634,2023-05-05 18:00:00,Kouvola,Deer,medium,api,8.8,1.5,4.9,4196,90,,,,,,,,,,,,,18,5,0,0,1,0
INC00635,2023-01-29 17:00:00,Lappeenranta,Wild Boar,high,manual_upload,2.0,1.2,1.2,9263,70,,,,,,,,,,,,,17,1,0,1,1,1
INC00636,2023-03-20 14:00:00,Hyvinkää,Hare,medium,gps_collar,9.2,1.1,6.2,6519,120,,,,,,,,,,,,,14,3,0,0,1,0
INC00637,2024-11-28 15:00:00,Uusikaupunki,Badger,low,camera_trap,8.7,0.3,2.7,6630,120,,,,,,,,,,,,,15,11,0,0,0,0
INC00638,2023-01-18 03:00:00,Espoo,Elk,low,mobile_app,-3.9,1.0,0.2,7506,70,,,,,,,,,,,,,3,1,1,0,0,0
INC00639,2022-05-27 15:00:00,Turku,Lynx,medium,api,5.6,0.1,4.6,6164,120,,,,,,,,,,,,,15,5,0,0,0,0
INC00640,2022-07-27 13:00:00,Kouvola,Squirrel,high,dashboard,16.6,0.1,4.4,13259,90,,,,,,,,,,,,,13,7,0,0,0,1
INC00641,2024-12-19 06:00:00,Kouvola,Deer,low,mobile_app,-2.6,4.4,2.8,10052,70,,,,,,,,,,,,,6,12,0,0,1,0
INC00642,2025-05-15 07:00:00,Salo,Hare,low,sensor,0.1,0.7,4.6,8798,90,,,,,,,,,,,,,7,5,0,0,0,0
INC00643,2024-10-22 03:00:00,Rovaniemi,Fox,low,mobile_app,8.4,0.7,2.1,8255,90,,,,,,,,,,,,,3,10,1,0,0,0
INC00644,2024-11-03 20:00:00,Espoo,Weasel,medium,gps_collar,4.7,1.0,12.9,8276,70,,,,,,,,,,,,,20,11,1,1,0,0
INC00645,2023-11-04 23:00:00,Espoo,Moose,medium,sensor,9.5,0.6,1.1,6585,60,,,,,,,,,,,,,23,11,1,1,0,0
INC00646,2024-11-03 15:00:00,Oulu,Raccoon,low,camera_trap,9.9,1.2,8.5,5756,70,,,,,,,,,,,,,15,11,0,1,1,0
INC00647,2024-09-11 22:00:00,Turku,Moose,medium,manual_upload,4.1,7.3,6.0,7129,70,,,,,,,,,,,,,22,9,1,0,1,0
INC00648,2025-04-29 10:00:00,Hämeenlinna,Weasel,low,sensor,0.4,5.7,0.7,6506,50,,,,,,,,,,,,,10,4,0,0,1,0
INC00649,2022-12-28 19:00:00,Espoo,Fox,medium,camera_trap,-0.7,0.8,9.4,8707,80,,,,,,,,,,,,,19,12,0,0,0,0
INC00650,2025-10-31 07:00:00,Rovaniemi,Moose,high,manual_upload,8.5,0.2,3.1,2475,50,,,,,,,,,,,,,7,10,0,0,0,1
INC00651,2024-08-24 10:00:00,Uusikaupunki,Moose,medium,gps_collar,18.3,8.5,5.6,5929,90,,,,,,,,,,,,,10,8,0,1,1,0
INC00652,2024-06-04 21:00:00,Lappeenranta,Deer,low,sensor,19.1,1.0,1.4,10857,80,,,,,,,,,,,,,21,6,1,0,0,0
INC00653,2024-11-24 22:00:00,Espoo,Raccoon,medium,gps_collar,2.8,0.3,19.2,4604,60,,,,,,,,,,,,,22,11,1,1,0,0
